Season,Week,Contestant,Rank_System_Place,Percent_System_Place,Diff
27,4,Mary Lou Retton,2.0,2.0,0.0
27,4,DeMarcus Ware,8.0,6.0,2.0
27,4,Bobby Bones,9.5,8.0,1.5
27,4,Tinashe,7.0,10.0,-3.0
27,4,Alexis Ren,3.0,3.0,0.0
27,4,Joe Amabile,5.0,9.0,-4.0
27,6,Juan Pablo Di Pace,1.0,1.0,0.0
27,6,Evanna Lynch,3.0,3.0,0.0
27,6,John Schneider,6.0,8.0,-2.0
27,6,Milo Manheim,2.0,2.0,0.0
27,6,Mary Lou Retton,8.0,9.0,-1.0
27,6,DeMarcus Ware,5.0,5.0,0.0
27,6,Bobby Bones,9.0,7.0,2.0
27,6,Alexis Ren,4.0,4.0,0.0
27,6,Joe Amabile,7.0,6.0,1.0
27,7,Juan Pablo Di Pace,3.0,3.0,0.0
27,7,Evanna Lynch,1.0,1.0,0.0
27,7,John Schneider,7.0,8.0,-1.0
27,7,Milo Manheim,2.0,2.0,0.0
27,7,DeMarcus Ware,7.0,5.5,1.5
27,7,Bobby Bones,7.0,5.5,1.5
27,7,Alexis Ren,4.5,4.0,0.5
27,7,Joe Amabile,4.5,7.0,-2.5
27,8,Juan Pablo Di Pace,4.0,6.0,-2.0
27,8,Evanna Lynch,1.5,1.5,0.0
27,8,Milo Manheim,6.0,3.0,3.0
27,8,Bobby Bones,4.0,5.0,-1.0
27,8,Alexis Ren,1.5,1.5,0.0
27,8,Joe Amabile,4.0,4.0,0.0
28,2,Kate Flannery,2.0,2.0,0.0
28,2,James Van Der Beek,3.5,3.5,0.0
28,2,Kel Mitchell,3.5,3.5,0.0
28,2,Ray Lewis,11.0,10.0,1.0
28,2,Lamar Odom,10.0,11.0,-1.0
28,2,Sailor Brinkley-Cook,8.0,8.0,0.0
28,2,Sean Spicer,9.0,9.0,0.0
28,2,Mary Wilson,12.0,12.0,0.0
28,2,Lauren Alaina,6.5,6.5,0.0
28,2,Ally Brooke,5.0,5.0,0.0
28,2,Karamo Brown,6.5,6.5,0.0
28,2,Hannah Brown,1.0,1.0,0.0
28,4,Kate Flannery,9.0,8.0,1.0
28,4,James Van Der Beek,7.0,6.0,1.0
28,4,Kel Mitchell,1.0,1.0,0.0
28,4,Ray Lewis,6.0,10.0,-4.0
28,4,Lamar Odom,11.0,11.0,0.0
28,4,Sailor Brinkley-Cook,5.0,5.0,0.0
28,4,Sean Spicer,10.0,9.0,1.0
28,4,Lauren Alaina,3.0,3.0,0.0
28,4,Ally Brooke,3.0,3.0,0.0
28,4,Karamo Brown,8.0,7.0,1.0
28,4,Hannah Brown,3.0,3.0,0.0
28,6,Kate Flannery,1.5,1.5,0.0
28,6,James Van Der Beek,1.5,1.5,0.0
28,6,Kel Mitchell,4.0,4.0,0.0
28,6,Ray Lewis,5.0,9.0,-4.0
28,6,Sailor Brinkley-Cook,6.0,10.0,-4.0
28,6,Sean Spicer,10.0,8.0,2.0
28,6,Lauren Alaina,3.0,3.0,0.0
28,6,Ally Brooke,7.0,5.0,2.0
28,6,Karamo Brown,8.0,6.0,2.0
28,6,Hannah Brown,9.0,7.0,2.0
28,7,Kate Flannery,7.0,6.0,1.0
28,7,James Van Der Beek,1.5,1.5,0.0
28,7,Kel Mitchell,6.0,5.0,1.0
28,7,Ray Lewis,5.0,8.0,-3.0
28,7,Sean Spicer,9.0,7.0,2.0
28,7,Lauren Alaina,1.5,1.5,0.0
28,7,Ally Brooke,3.0,3.0,0.0
28,7,Karamo Brown,8.0,9.0,-1.0
28,7,Hannah Brown,4.0,4.0,0.0
28,8,Kate Flannery,7.0,8.0,-1.0
28,8,James Van Der Beek,1.0,1.0,0.0
28,8,Kel Mitchell,4.5,4.0,0.5
28,8,Ray Lewis,4.5,7.0,-2.5
28,8,Sean Spicer,8.0,6.0,2.0
28,8,Lauren Alaina,6.0,5.0,1.0
28,8,Ally Brooke,3.0,3.0,0.0
28,8,Hannah Brown,2.0,2.0,0.0
28,9,James Van Der Beek,3.0,3.0,0.0
28,9,Kel Mitchell,2.0,2.0,0.0
28,9,Ray Lewis,4.0,6.0,-2.0
28,9,Sean Spicer,7.0,7.0,0.0
28,9,Lauren Alaina,6.0,5.0,1.0
28,9,Ally Brooke,1.0,1.0,0.0
28,9,Hannah Brown,5.0,4.0,1.0
28,10,James Van Der Beek,6.0,6.0,0.0
28,10,Kel Mitchell,2.0,2.0,0.0
28,10,Ray Lewis,3.0,5.0,-2.0
28,10,Lauren Alaina,5.0,4.0,1.0
28,10,Ally Brooke,1.0,1.0,0.0
28,10,Hannah Brown,4.0,3.0,1.0
29,2,Anne Heche,9.5,9.5,0.0
29,2,Jesse Metcalfe,4.0,4.0,0.0
29,2,Chrishell Stause,9.5,9.5,0.0
29,2,Skai Jackson,14.0,14.0,0.0
29,2,Justina Machado,2.5,2.5,0.0
29,2,Charles Oakley,15.0,15.0,0.0
29,2,Veron Davis,9.5,9.5,0.0
29,2,Johnny Weir,9.5,9.5,0.0
29,2,Nev Schulman,2.5,2.5,0.0
29,2,AJ McLean,5.0,5.0,0.0
29,2,Nelly,6.5,6.5,0.0
29,2,Kaitlyn Bristowe,1.0,1.0,0.0
29,2,Carole Baskin,13.0,13.0,0.0
29,2,Monica Aldama,12.0,12.0,0.0
29,2,Jeannie Mai,6.5,6.5,0.0
29,3,Anne Heche,13.0,13.0,0.0
29,3,Jesse Metcalfe,9.0,9.0,0.0
29,3,Chrishell Stause,4.5,4.5,0.0
29,3,Skai Jackson,11.5,11.5,0.0
29,3,Justina Machado,10.0,10.0,0.0
29,3,Veron Davis,4.5,4.5,0.0
29,3,Johnny Weir,1.5,1.5,0.0
29,3,Nev Schulman,1.5,1.5,0.0
29,3,AJ McLean,7.0,7.0,0.0
29,3,Nelly,11.5,11.5,0.0
29,3,Kaitlyn Bristowe,3.0,3.0,0.0
29,3,Carole Baskin,14.0,14.0,0.0
29,3,Monica Aldama,8.0,8.0,0.0
29,3,Jeannie Mai,6.0,6.0,0.0
29,4,Anne Heche,13.0,13.0,0.0
29,4,Jesse Metcalfe,11.0,11.0,0.0
29,4,Chrishell Stause,8.0,8.0,0.0
29,4,Skai Jackson,1.0,1.0,0.0
29,4,Justina Machado,7.0,7.0,0.0
29,4,Veron Davis,9.0,9.0,0.0
29,4,Johnny Weir,4.0,4.0,0.0
29,4,Nev Schulman,4.0,4.0,0.0
29,4,AJ McLean,6.0,6.0,0.0
29,4,Nelly,11.0,11.0,0.0
29,4,Kaitlyn Bristowe,2.0,2.0,0.0
29,4,Monica Aldama,4.0,4.0,0.0
29,4,Jeannie Mai,11.0,11.0,0.0
29,5,Jesse Metcalfe,12.0,12.0,0.0
29,5,Chrishell Stause,11.0,11.0,0.0
29,5,Skai Jackson,6.5,6.5,0.0
29,5,Justina Machado,6.5,6.5,0.0
29,5,Veron Davis,10.0,10.0,0.0
29,5,Johnny Weir,1.0,1.0,0.0
29,5,Nev Schulman,3.0,3.0,0.0
29,5,AJ McLean,6.5,6.5,0.0
29,5,Nelly,6.5,6.5,0.0
29,5,Kaitlyn Bristowe,2.0,2.0,0.0
29,5,Monica Aldama,4.0,4.0,0.0
29,5,Jeannie Mai,9.0,9.0,0.0
29,6,Chrishell Stause,7.5,7.5,0.0
29,6,Skai Jackson,9.0,10.0,-1.0
29,6,Justina Machado,4.0,4.0,0.0
29,6,Veron Davis,11.0,11.0,0.0
29,6,Johnny Weir,10.0,9.0,1.0
29,6,Nev Schulman,5.0,5.0,0.0
29,6,AJ McLean,2.0,2.0,0.0
29,6,Nelly,7.5,7.5,0.0
29,6,Kaitlyn Bristowe,2.0,2.0,0.0
29,6,Monica Aldama,2.0,2.0,0.0
29,6,Jeannie Mai,6.0,6.0,0.0
29,7,Chrishell Stause,6.0,6.0,0.0
29,7,Skai Jackson,3.0,3.0,0.0
29,7,Justina Machado,6.0,6.0,0.0
29,7,Johnny Weir,3.0,3.0,0.0
29,7,Nev Schulman,1.0,1.0,0.0
29,7,AJ McLean,6.0,6.0,0.0
29,7,Nelly,3.0,3.0,0.0
29,7,Kaitlyn Bristowe,9.0,9.0,0.0
29,7,Monica Aldama,10.0,10.0,0.0
29,7,Jeannie Mai,8.0,8.0,0.0
29,8,Chrishell Stause,8.0,9.0,-1.0
29,8,Skai Jackson,7.0,6.0,1.0
29,8,Justina Machado,3.0,3.0,0.0
29,8,Johnny Weir,1.5,1.5,0.0
29,8,Nev Schulman,1.5,1.5,0.0
29,8,AJ McLean,6.0,5.0,1.0
29,8,Nelly,9.0,7.0,2.0
29,8,Kaitlyn Bristowe,4.0,4.0,0.0
29,8,Jeannie Mai,5.0,8.0,-3.0
29,9,Skai Jackson,3.5,3.5,0.0
29,9,Justina Machado,6.0,5.0,1.0
29,9,Johnny Weir,1.5,1.5,0.0
29,9,Nev Schulman,3.5,3.5,0.0
29,9,AJ McLean,7.5,8.0,-0.5
29,9,Nelly,7.5,6.0,1.5
29,9,Kaitlyn Bristowe,1.5,1.5,0.0
29,9,Jeannie Mai,5.0,7.0,-2.0
29,10,Skai Jackson,6.0,7.0,-1.0
29,10,Justina Machado,3.0,3.0,0.0
29,10,Johnny Weir,5.0,4.0,1.0
29,10,Nev Schulman,1.5,1.5,0.0
29,10,Nelly,7.0,5.0,2.0
29,10,Kaitlyn Bristowe,1.5,1.5,0.0
29,10,Jeannie Mai,4.0,6.0,-2.0
30,2,Martin Kove,15.0,15.0,0.0
30,2,Brian Austin Green,13.0,13.0,0.0
30,2,Melora Hardin,7.0,7.0,0.0
30,2,Matt James,14.0,14.0,0.0
30,2,"Mike ""The Miz"" Mizanin",8.0,8.0,0.0
30,2,Suni Lee,4.0,4.0,0.0
30,2,Iman Shumpert,9.0,9.0,0.0
30,2,Cody Rigsby,12.0,12.0,0.0
30,2,Melanie C,3.0,3.0,0.0
30,2,Jimmie Allen,5.5,5.5,0.0
30,2,Olivia Jade,5.5,5.5,0.0
30,2,JoJo Siwa,2.0,2.0,0.0
30,2,Christine Chiu,10.5,10.5,0.0
30,2,Kenya Moore,10.5,10.5,0.0
30,2,Amanda Kloots,1.0,1.0,0.0
30,3,Brian Austin Green,12.5,12.0,0.5
30,3,Melora Hardin,4.0,4.0,0.0
30,3,Matt James,12.5,9.5,3.0
30,3,"Mike ""The Miz"" Mizanin",5.0,5.0,0.0
30,3,Suni Lee,7.5,7.5,0.0
30,3,Iman Shumpert,12.5,12.0,0.5
30,3,Cody Rigsby,9.0,12.0,-3.0
30,3,Melanie C,6.0,6.0,0.0
30,3,Jimmie Allen,12.5,9.5,3.0
30,3,Olivia Jade,3.0,3.0,0.0
30,3,JoJo Siwa,1.5,1.5,0.0
30,3,Christine Chiu,10.0,14.0,-4.0
30,3,Kenya Moore,7.5,7.5,0.0
30,3,Amanda Kloots,1.5,1.5,0.0
30,4,Brian Austin Green,13.0,13.0,0.0
30,4,Melora Hardin,1.0,1.0,0.0
30,4,Matt James,12.0,12.0,0.0
30,4,"Mike ""The Miz"" Mizanin",7.5,7.5,0.0
30,4,Suni Lee,4.0,4.0,0.0
30,4,Iman Shumpert,9.0,9.0,0.0
30,4,Cody Rigsby,11.0,11.0,0.0
30,4,Melanie C,6.0,6.0,0.0
30,4,Jimmie Allen,7.5,7.5,0.0
30,4,Olivia Jade,2.0,2.0,0.0
30,4,JoJo Siwa,3.0,3.0,0.0
30,4,Kenya Moore,10.0,10.0,0.0
30,4,Amanda Kloots,5.0,5.0,0.0
30,5,Melora Hardin,5.0,5.0,0.0
30,5,"Mike ""The Miz"" Mizanin",10.5,9.0,1.5
30,5,Suni Lee,5.0,5.0,0.0
30,5,Iman Shumpert,7.0,9.0,-2.0
30,5,Cody Rigsby,10.5,9.0,1.5
30,5,Melanie C,8.5,11.0,-2.5
30,5,Jimmie Allen,8.5,7.0,1.5
30,5,Olivia Jade,5.0,5.0,0.0
30,5,JoJo Siwa,1.0,1.0,0.0
30,5,Kenya Moore,3.0,3.0,0.0
30,5,Amanda Kloots,2.0,2.0,0.0
30,6,Melora Hardin,8.5,8.5,0.0
30,6,"Mike ""The Miz"" Mizanin",8.5,8.5,0.0
30,6,Suni Lee,6.0,6.0,0.0
30,6,Iman Shumpert,1.5,1.5,0.0
30,6,Cody Rigsby,6.0,6.0,0.0
30,6,Jimmie Allen,3.0,3.0,0.0
30,6,Olivia Jade,6.0,6.0,0.0
30,6,JoJo Siwa,1.5,1.5,0.0
30,6,Kenya Moore,10.0,10.0,0.0
30,6,Amanda Kloots,4.0,4.0,0.0
30,7,Melora Hardin,4.0,4.0,0.0
30,7,"Mike ""The Miz"" Mizanin",9.0,9.0,0.0
30,7,Suni Lee,7.0,7.0,0.0
30,7,Iman Shumpert,7.0,7.0,0.0
30,7,Cody Rigsby,5.0,5.0,0.0
30,7,Jimmie Allen,3.0,3.0,0.0
30,7,Olivia Jade,1.0,1.0,0.0
30,7,JoJo Siwa,2.0,2.0,0.0
30,7,Amanda Kloots,7.0,7.0,0.0
30,8,Melora Hardin,2.5,2.5,0.0
30,8,Suni Lee,2.5,2.5,0.0
30,8,Iman Shumpert,7.0,7.0,0.0
30,8,Cody Rigsby,5.0,5.0,0.0
30,8,Jimmie Allen,8.0,8.0,0.0
30,8,Olivia Jade,6.0,6.0,0.0
30,8,JoJo Siwa,4.0,4.0,0.0
30,8,Amanda Kloots,1.0,1.0,0.0
30,9,Melora Hardin,5.5,6.0,-0.5
30,9,Suni Lee,3.5,3.5,0.0
30,9,Iman Shumpert,3.5,3.5,0.0
30,9,Cody Rigsby,5.5,5.0,0.5
30,9,JoJo Siwa,1.0,1.0,0.0
30,9,Amanda Kloots,2.0,2.0,0.0
31,1,Jason Lewis,15.5,16.0,-0.5
31,1,Cheryl Ladd,11.0,11.0,0.0
31,1,Selma Blair,3.0,3.0,0.0
31,1,Joseph Baena,9.0,9.0,0.0
31,1,Trevor Donovan,10.0,10.0,0.0
31,1,Daniel Durant,6.0,6.0,0.0
31,1,Wayne Brady,2.0,2.0,0.0
31,1,Sam Champion,13.5,13.5,0.0
31,1,Jessie James Decker,12.0,12.0,0.0
31,1,Jordin Sparks,7.0,7.0,0.0
31,1,Heidi D'Amelio,8.0,8.0,0.0
31,1,Charli D'Amelio,1.0,1.0,0.0
31,1,Teresa Giudice,13.5,13.5,0.0
31,1,Vinny Guadagnino,15.5,15.0,0.5
31,1,Shangela,4.5,4.5,0.0
31,1,Gabby Windey,4.5,4.5,0.0
31,2,Cheryl Ladd,13.5,14.0,-0.5
31,2,Selma Blair,8.0,8.0,0.0
31,2,Joseph Baena,13.5,13.0,0.5
31,2,Trevor Donovan,4.0,4.0,0.0
31,2,Daniel Durant,5.0,5.0,0.0
31,2,Wayne Brady,2.0,2.0,0.0
31,2,Sam Champion,11.0,11.0,0.0
31,2,Jessie James Decker,12.0,12.0,0.0
31,2,Jordin Sparks,9.5,9.5,0.0
31,2,Heidi D'Amelio,6.5,6.5,0.0
31,2,Charli D'Amelio,2.0,2.0,0.0
31,2,Teresa Giudice,15.0,15.0,0.0
31,2,Vinny Guadagnino,9.5,9.5,0.0
31,2,Shangela,6.5,6.5,0.0
31,2,Gabby Windey,2.0,2.0,0.0
31,3,Cheryl Ladd,14.0,14.0,0.0
31,3,Selma Blair,9.0,9.0,0.0
31,3,Joseph Baena,7.0,7.0,0.0
31,3,Trevor Donovan,10.0,10.0,0.0
31,3,Daniel Durant,5.0,5.0,0.0
31,3,Wayne Brady,1.0,1.0,0.0
31,3,Sam Champion,12.0,12.0,0.0
31,3,Jessie James Decker,11.0,11.0,0.0
31,3,Jordin Sparks,8.0,8.0,0.0
31,3,Heidi D'Amelio,4.0,4.0,0.0
31,3,Charli D'Amelio,2.5,2.5,0.0
31,3,Vinny Guadagnino,13.0,13.0,0.0
31,3,Shangela,6.0,6.0,0.0
31,3,Gabby Windey,2.5,2.5,0.0
31,4,Selma Blair,6.0,6.0,0.0
31,4,Joseph Baena,11.5,11.5,0.0
31,4,Trevor Donovan,11.5,11.5,0.0
31,4,Daniel Durant,9.0,9.0,0.0
31,4,Wayne Brady,2.0,2.0,0.0
31,4,Sam Champion,13.0,13.0,0.0
31,4,Jessie James Decker,8.0,8.0,0.0
31,4,Jordin Sparks,5.0,5.0,0.0
31,4,Heidi D'Amelio,4.0,4.0,0.0
31,4,Charli D'Amelio,2.0,2.0,0.0
31,4,Vinny Guadagnino,10.0,10.0,0.0
31,4,Shangela,7.0,7.0,0.0
31,4,Gabby Windey,2.0,2.0,0.0
31,5,Selma Blair,4.0,4.0,0.0
31,5,Joseph Baena,11.5,12.0,-0.5
31,5,Trevor Donovan,7.5,7.5,0.0
31,5,Daniel Durant,11.5,10.0,1.5
31,5,Wayne Brady,3.0,3.0,0.0
31,5,Jessie James Decker,7.5,7.5,0.0
31,5,Jordin Sparks,10.0,9.0,1.0
31,5,Heidi D'Amelio,5.0,5.0,0.0
31,5,Charli D'Amelio,1.0,1.0,0.0
31,5,Vinny Guadagnino,9.0,11.0,-2.0
31,5,Shangela,6.0,6.0,0.0
31,5,Gabby Windey,2.0,2.0,0.0
31,6,Selma Blair,5.0,10.0,-5.0
31,6,Trevor Donovan,7.5,6.5,1.0
31,6,Daniel Durant,7.5,6.5,1.0
31,6,Wayne Brady,7.5,6.5,1.0
31,6,Jessie James Decker,10.5,11.0,-0.5
31,6,Jordin Sparks,7.5,6.5,1.0
31,6,Heidi D'Amelio,4.0,4.0,0.0
31,6,Charli D'Amelio,1.0,1.0,0.0
31,6,Vinny Guadagnino,10.5,9.0,1.5
31,6,Shangela,3.0,3.0,0.0
31,6,Gabby Windey,2.0,2.0,0.0
31,7,Selma Blair,6.0,9.0,-3.0
31,7,Trevor Donovan,1.0,1.0,0.0
31,7,Daniel Durant,4.5,4.5,0.0
31,7,Wayne Brady,3.0,3.0,0.0
31,7,Jordin Sparks,9.5,10.0,-0.5
31,7,Heidi D'Amelio,8.0,7.0,1.0
31,7,Charli D'Amelio,2.0,2.0,0.0
31,7,Vinny Guadagnino,9.5,8.0,1.5
31,7,Shangela,4.5,4.5,0.0
31,7,Gabby Windey,7.0,6.0,1.0
31,8,Selma Blair,5.0,8.0,-3.0
31,8,Trevor Donovan,6.0,5.0,1.0
31,8,Daniel Durant,7.0,6.0,1.0
31,8,Wayne Brady,2.0,2.0,0.0
31,8,Heidi D'Amelio,8.5,9.0,-0.5
31,8,Charli D'Amelio,1.0,1.0,0.0
31,8,Vinny Guadagnino,8.5,7.0,1.5
31,8,Shangela,3.0,3.0,0.0
31,8,Gabby Windey,4.0,4.0,0.0
31,9,Selma Blair,4.0,6.0,-2.0
31,9,Trevor Donovan,7.0,7.0,0.0
31,9,Daniel Durant,6.0,5.0,1.0
31,9,Wayne Brady,4.0,3.5,0.5
31,9,Charli D'Amelio,1.5,1.5,0.0
31,9,Shangela,4.0,3.5,0.5
31,9,Gabby Windey,1.5,1.5,0.0
32,1,Jamie Lynn Spears,9.5,9.5,0.0
32,1,Mira Sorvino,7.0,7.0,0.0
32,1,Barry Williams,8.0,8.0,0.0
32,1,Alyson Hannigan,11.0,11.0,0.0
32,1,Xochitl Gomez,5.5,5.5,0.0
32,1,Adrian Peterson,5.5,5.5,0.0
32,1,Matt Walsh,14.0,14.0,0.0
32,1,Tyson Beckford,12.5,12.5,0.0
32,1,Jason Mraz,2.0,2.0,0.0
32,1,Lele Pons,4.0,4.0,0.0
32,1,Harry Jowsey,12.5,12.5,0.0
32,1,Mauricio Umansky,9.5,9.5,0.0
32,1,Charity Lawson,1.0,1.0,0.0
32,1,Ariana Madix,3.0,3.0,0.0
32,2,Jamie Lynn Spears,11.0,13.0,-2.0
32,2,Mira Sorvino,7.5,7.5,0.0
32,2,Barry Williams,12.5,10.5,2.0
32,2,Alyson Hannigan,6.0,6.0,0.0
32,2,Xochitl Gomez,1.5,1.5,0.0
32,2,Adrian Peterson,10.0,9.0,1.0
32,2,Tyson Beckford,7.5,7.5,0.0
32,2,Jason Mraz,1.5,1.5,0.0
32,2,Lele Pons,4.0,4.0,0.0
32,2,Harry Jowsey,12.5,10.5,2.0
32,2,Mauricio Umansky,9.0,12.0,-3.0
32,2,Charity Lawson,3.0,3.0,0.0
32,2,Ariana Madix,5.0,5.0,0.0
32,3,Mira Sorvino,6.0,6.0,0.0
32,3,Barry Williams,7.0,7.0,0.0
32,3,Alyson Hannigan,8.5,8.5,0.0
32,3,Xochitl Gomez,3.5,3.5,0.0
32,3,Adrian Peterson,11.0,11.0,0.0
32,3,Tyson Beckford,12.0,12.0,0.0
32,3,Jason Mraz,2.0,2.0,0.0
32,3,Lele Pons,5.0,5.0,0.0
32,3,Harry Jowsey,8.5,8.5,0.0
32,3,Mauricio Umansky,10.0,10.0,0.0
32,3,Charity Lawson,3.5,3.5,0.0
32,3,Ariana Madix,1.0,1.0,0.0
32,4,Mira Sorvino,6.0,6.0,0.0
32,4,Barry Williams,8.0,9.0,-1.0
32,4,Alyson Hannigan,8.0,9.0,-1.0
32,4,Xochitl Gomez,1.0,1.0,0.0
32,4,Adrian Peterson,10.0,11.0,-1.0
32,4,Jason Mraz,4.0,4.0,0.0
32,4,Lele Pons,5.0,5.0,0.0
32,4,Harry Jowsey,8.0,7.0,1.0
32,4,Mauricio Umansky,11.0,9.0,2.0
32,4,Charity Lawson,3.0,3.0,0.0
32,4,Ariana Madix,2.0,2.0,0.0
32,5,Mira Sorvino,9.5,10.0,-0.5
32,5,Barry Williams,6.0,6.0,0.0
32,5,Alyson Hannigan,9.5,8.0,1.5
32,5,Xochitl Gomez,1.0,1.0,0.0
32,5,Jason Mraz,3.0,3.0,0.0
32,5,Lele Pons,4.5,4.5,0.0
32,5,Harry Jowsey,8.0,9.0,-1.0
32,5,Mauricio Umansky,4.5,4.5,0.0
32,5,Charity Lawson,2.0,2.0,0.0
32,5,Ariana Madix,7.0,7.0,0.0
32,6,Barry Williams,6.5,6.0,0.5
32,6,Alyson Hannigan,9.0,7.5,1.5
32,6,Xochitl Gomez,1.0,1.0,0.0
32,6,Jason Mraz,3.0,3.0,0.0
32,6,Lele Pons,5.0,5.0,0.0
32,6,Harry Jowsey,6.5,7.5,-1.0
32,6,Mauricio Umansky,8.0,9.0,-1.0
32,6,Charity Lawson,4.0,4.0,0.0
32,6,Ariana Madix,2.0,2.0,0.0
32,7,Barry Williams,3.5,7.0,-3.5
32,7,Alyson Hannigan,8.0,5.0,3.0
32,7,Xochitl Gomez,1.5,1.5,0.0
32,7,Jason Mraz,6.0,4.0,2.0
32,7,Lele Pons,7.0,8.0,-1.0
32,7,Harry Jowsey,3.5,6.0,-2.5
32,7,Charity Lawson,5.0,3.0,2.0
32,7,Ariana Madix,1.5,1.5,0.0
32,8,Barry Williams,6.5,7.0,-0.5
32,8,Alyson Hannigan,5.0,4.0,1.0
32,8,Xochitl Gomez,2.0,2.0,0.0
32,8,Jason Mraz,6.5,5.0,1.5
32,8,Harry Jowsey,4.0,6.0,-2.0
32,8,Charity Lawson,3.0,3.0,0.0
32,8,Ariana Madix,1.0,1.0,0.0
32,9,Alyson Hannigan,5.0,5.0,0.0
32,9,Xochitl Gomez,2.0,2.0,0.0
32,9,Jason Mraz,1.0,1.0,0.0
32,9,Harry Jowsey,6.0,6.0,0.0
32,9,Charity Lawson,3.0,3.0,0.0
32,9,Ariana Madix,4.0,4.0,0.0
33,2,Tori Spelling,12.0,13.0,-1.0
33,2,Eric Roberts,10.5,11.5,-1.0
33,2,Reginald VelJohnson,10.5,11.5,-1.0
33,2,Chandler Kinney,1.0,1.0,0.0
33,2,Dwight Howard ,2.5,2.5,0.0
33,2,Danny Amendola,5.5,5.5,0.0
33,2,Stephen Nedoroscik,2.5,2.5,0.0
33,2,Ilona Maher,5.5,5.5,0.0
33,2,Anna Delvey,13.0,10.0,3.0
33,2,Brooks Nader,8.0,8.0,0.0
33,2,Phaedra Parks,7.0,7.0,0.0
33,2,Jenn Tran,9.0,9.0,0.0
33,2,Joey Graziadei,4.0,4.0,0.0
33,3,Eric Roberts,10.5,11.0,-0.5
33,3,Reginald VelJohnson,10.5,10.0,0.5
33,3,Chandler Kinney,2.0,2.0,0.0
33,3,Dwight Howard ,9.0,9.0,0.0
33,3,Danny Amendola,6.0,6.0,0.0
33,3,Stephen Nedoroscik,3.0,3.0,0.0
33,3,Ilona Maher,7.5,7.5,0.0
33,3,Brooks Nader,5.0,5.0,0.0
33,3,Phaedra Parks,7.5,7.5,0.0
33,3,Jenn Tran,4.0,4.0,0.0
33,3,Joey Graziadei,1.0,1.0,0.0
33,4,Chandler Kinney,4.0,4.0,0.0
33,4,Dwight Howard ,5.0,8.0,-3.0
33,4,Danny Amendola,2.0,2.0,0.0
33,4,Stephen Nedoroscik,3.0,3.0,0.0
33,4,Ilona Maher,7.0,6.0,1.0
33,4,Brooks Nader,9.0,9.0,0.0
33,4,Phaedra Parks,7.0,6.0,1.0
33,4,Jenn Tran,7.0,6.0,1.0
33,4,Joey Graziadei,1.0,1.0,0.0
33,5,Chandler Kinney,1.0,1.0,0.0
33,5,Dwight Howard ,6.5,6.5,0.0
33,5,Danny Amendola,4.0,4.0,0.0
33,5,Stephen Nedoroscik,6.5,6.5,0.0
33,5,Ilona Maher,2.5,2.5,0.0
33,5,Phaedra Parks,8.0,8.0,0.0
33,5,Jenn Tran,5.0,5.0,0.0
33,5,Joey Graziadei,2.5,2.5,0.0
33,6,Chandler Kinney,1.0,1.0,0.0
33,6,Dwight Howard ,3.0,3.0,0.0
33,6,Danny Amendola,5.5,4.0,1.5
33,6,Stephen Nedoroscik,7.0,5.0,2.0
33,6,Ilona Maher,4.0,6.0,-2.0
33,6,Jenn Tran,5.5,7.0,-1.5
33,6,Joey Graziadei,2.0,2.0,0.0
33,7,Chandler Kinney,1.0,1.0,0.0
33,7,Dwight Howard ,6.0,6.0,0.0
33,7,Danny Amendola,5.0,5.0,0.0
33,7,Stephen Nedoroscik,3.0,3.0,0.0
33,7,Ilona Maher,4.0,4.0,0.0
33,7,Joey Graziadei,2.0,2.0,0.0
34,2,Corey Feldman,14.0,14.0,0.0
34,2,Danielle Fishel,10.0,10.0,0.0
34,2,Elaine Hendrix,6.5,6.5,0.0
34,2,Baron Davis,11.5,11.5,0.0
34,2,Jordan Chiles,2.5,2.5,0.0
34,2,Andy Richter,13.0,13.0,0.0
34,2,Robert Irwin,2.5,2.5,0.0
34,2,Hilaria Baldwin,6.5,6.5,0.0
34,2,Lauren Jauregui,6.5,6.5,0.0
34,2,Scott Hoying,11.5,11.5,0.0
34,2,Alix Earle,6.5,6.5,0.0
34,2,Jen Affleck,2.5,2.5,0.0
34,2,Whitney Leavitt,2.5,2.5,0.0
34,2,Dylan Efron,9.0,9.0,0.0
34,3,Danielle Fishel,8.5,8.5,0.0
34,3,Elaine Hendrix,8.5,8.5,0.0
34,3,Jordan Chiles,1.5,1.5,0.0
34,3,Andy Richter,11.0,11.0,0.0
34,3,Robert Irwin,6.0,6.0,0.0
34,3,Hilaria Baldwin,6.0,6.0,0.0
34,3,Lauren Jauregui,12.0,12.0,0.0
34,3,Scott Hoying,6.0,6.0,0.0
34,3,Alix Earle,4.0,4.0,0.0
34,3,Jen Affleck,10.0,10.0,0.0
34,3,Whitney Leavitt,1.5,1.5,0.0
34,3,Dylan Efron,3.0,3.0,0.0
34,4,Danielle Fishel,11.0,9.0,2.0
34,4,Elaine Hendrix,3.0,3.0,0.0
34,4,Jordan Chiles,3.0,3.0,0.0
34,4,Andy Richter,5.0,10.0,-5.0
34,4,Robert Irwin,8.0,7.0,1.0
34,4,Hilaria Baldwin,9.0,11.0,-2.0
34,4,Scott Hoying,10.0,8.0,2.0
34,4,Alix Earle,3.0,3.0,0.0
34,4,Jen Affleck,6.5,5.5,1.0
34,4,Whitney Leavitt,1.0,1.0,0.0
